,QA,Original,Predicted
775,what films did [Jenny Wright] act in,starred_actors_inv,starred_actors_inv
776,what films did [Bartosz Gelner] star in,starred_actors_inv,starred_actors_inv
777,what films does [John Heard] appear in,starred_actors_inv,starred_actors_inv
778,what does [Alex Descas] act in,starred_actors_inv,starred_actors_inv
779,what movies did [Season Hubley] act in,starred_actors_inv,starred_actors_inv
780,what does [Leslie Bibb] act in,starred_actors_inv,starred_actors_inv
781,what movies was [Ginny Simms] an actor in,starred_actors_inv,starred_actors_inv
782,what movies did [Adam Roarke] act in,starred_actors_inv,starred_actors_inv
783,what movies did [Stanley Ridges] star in,starred_actors_inv,starred_actors_inv
784,what does [Robert Foxworth] act in,starred_actors_inv,starred_actors_inv
785,what movies did [Julian Arahanga] star in,starred_actors_inv,starred_actors_inv
786,what films did [Kenneth MacKenna] act in,starred_actors_inv,starred_actors_inv
787,what movies did [Hope Lange] star in,starred_actors_inv,starred_actors_inv
788,what movies was [Nick Broomfield] an actor in,starred_actors_inv,starred_actors_inv
789,what does [Walter Steiner] act in,starred_actors_inv,starred_actors_inv
790,what does [Kristanna Loken] appear in,starred_actors_inv,starred_actors_inv
791,what does [Monica Bellucci] star in,starred_actors_inv,starred_actors_inv
792,what movies did [Gregory Walcott] star in,starred_actors_inv,starred_actors_inv
793,what movies did [Don Megowan] act in,starred_actors_inv,starred_actors_inv
794,what does [Elke Sommer] appear in,starred_actors_inv,starred_actors_inv
795,what films did [Sandra Bernhard] star in,starred_actors_inv,starred_actors_inv
796,what movies did [Liesel Matthews] star in,starred_actors_inv,starred_actors_inv
797,what movies was [Laura San Giacomo] an actor in,starred_actors_inv,starred_actors_inv
798,what does [Brent Gorski] star in,starred_actors_inv,starred_actors_inv
799,what movies was [Margaret Cho] an actor in,starred_actors_inv,starred_actors_inv
800,what does [Erika Christensen] appear in,starred_actors_inv,starred_actors_inv
801,what films did [Carol Kane] star in,starred_actors_inv,starred_actors_inv
802,what films did [Emile Hirsch] star in,starred_actors_inv,starred_actors_inv
803,what movies did [Mary Steenburgen] act in,starred_actors_inv,starred_actors_inv
804,what movies did [Nick Mancuso] act in,starred_actors_inv,starred_actors_inv
805,what movies did [Norman Kerry] star in,starred_actors_inv,starred_actors_inv
806,what films did [Buzzy Linhart] star in,starred_actors_inv,starred_actors_inv
807,what does [Faye Emerson] act in,starred_actors_inv,starred_actors_inv
808,what movies was [Zachery Ty Bryan] an actor in,starred_actors_inv,starred_actors_inv
809,what does [Ron Starr] star in,starred_actors_inv,starred_actors_inv
810,what films does [Hans Conried] appear in,starred_actors_inv,starred_actors_inv
811,what films does [David Keith] appear in,starred_actors_inv,starred_actors_inv
812,what does [John Canada Terrell] star in,starred_actors_inv,starred_actors_inv
813,what does [Chase Ellison] star in,starred_actors_inv,starred_actors_inv
814,what movies did [Marilyn Manning] star in,starred_actors_inv,starred_actors_inv
815,what movies was [Annie Golden] an actor in,starred_actors_inv,starred_actors_inv
816,what does [Akira Kurosawa] appear in,starred_actors_inv,starred_actors_inv
817,what movies did [Harry Earles] star in,starred_actors_inv,starred_actors_inv
818,what does [Rebecca Balding] star in,starred_actors_inv,starred_actors_inv
819,what films did [Joe Silver] act in,starred_actors_inv,starred_actors_inv
820,what films did [Dustin Nguyen] star in,starred_actors_inv,starred_actors_inv
821,what movies did [Charles Fleischer] act in,starred_actors_inv,starred_actors_inv
822,what movies was [Patricia Wettig] an actor in,starred_actors_inv,starred_actors_inv
823,what films does [Juliet Prowse] appear in,starred_actors_inv,starred_actors_inv
824,[Hoji Fortuna] appears in which movies,starred_actors_inv,starred_actors_inv
825,what does [Glenn Tryon] appear in,starred_actors_inv,starred_actors_inv
826,what movies was [Elizabeth McGovern] an actor in,starred_actors_inv,starred_actors_inv
827,what films did [Fabrício Boliveira] star in,starred_actors_inv,starred_actors_inv
828,what does [Bob Hope] appear in,starred_actors_inv,starred_actors_inv
829,[Eric Wareheim] appears in which movies,starred_actors_inv,starred_actors_inv
830,what does [Amza Pellea] act in,starred_actors_inv,starred_actors_inv
831,what does [Eric Portman] star in,starred_actors_inv,starred_actors_inv
832,what films did [Marion Bailey] star in,starred_actors_inv,starred_actors_inv
833,what movies was [King Donovan] an actor in,starred_actors_inv,starred_actors_inv
834,what does [Cliff Robertson] appear in,starred_actors_inv,starred_actors_inv
835,what films does [Paul Anderson] appear in,starred_actors_inv,starred_actors_inv
836,what movies did [Thorley Walters] act in,starred_actors_inv,starred_actors_inv
837,what movies was [David McLean] an actor in,starred_actors_inv,starred_actors_inv
838,[Meghan Ory] appears in which movies,starred_actors_inv,starred_actors_inv
839,[Roger Moore] appears in which movies,starred_actors_inv,starred_actors_inv
840,[Mario Silva] appears in which movies,starred_actors_inv,starred_actors_inv
841,what movies did [Julianne Hough] star in,starred_actors_inv,starred_actors_inv
842,what does [David Thornton] act in,starred_actors_inv,starred_actors_inv
843,what movies was [Hilda Borgström] an actor in,starred_actors_inv,starred_actors_inv
844,[John Conor Brooke] appears in which movies,starred_actors_inv,starred_actors_inv
845,what does [Milo Ventimiglia] star in,starred_actors_inv,starred_actors_inv
846,what does [Dinah Shore] act in,starred_actors_inv,starred_actors_inv
847,what movies did [Masashi Endô] star in,starred_actors_inv,starred_actors_inv
848,what does [Morgan Spurlock] star in,starred_actors_inv,starred_actors_inv
849,[Evan Richards] appears in which movies,starred_actors_inv,starred_actors_inv
850,what movies did [Emmanuel Mouret] act in,starred_actors_inv,starred_actors_inv
851,what films does [Dick Foran] appear in,starred_actors_inv,starred_actors_inv
852,what does [Paula Jai Parker] star in,starred_actors_inv,starred_actors_inv
853,what movies did [Yvonne Monlaur] act in,starred_actors_inv,starred_actors_inv
854,what films did [Jon Huertas] star in,starred_actors_inv,starred_actors_inv
855,what does [Spencer Treat Clark] appear in,starred_actors_inv,starred_actors_inv
856,what movies did [Dan Stevens] star in,starred_actors_inv,starred_actors_inv
857,[Orlando Jones] appears in which movies,starred_actors_inv,starred_actors_inv
858,what movies did [Joan Baez] act in,starred_actors_inv,starred_actors_inv
859,what films did [Paul Robeson] star in,starred_actors_inv,starred_actors_inv
860,what movies was [Cathryn Harrison] an actor in,starred_actors_inv,starred_actors_inv
861,what films did [Peggy Ashcroft] act in,starred_actors_inv,starred_actors_inv
862,what films did [Shaquille O'Neal] act in,starred_actors_inv,starred_actors_inv
863,what does [Joseph Lawrence] appear in,starred_actors_inv,starred_actors_inv
864,[Marie Avgeropoulos] appears in which movies,starred_actors_inv,starred_actors_inv
865,what does [Adrian Bower] appear in,starred_actors_inv,starred_actors_inv
866,what movies did [Christopher Collet] act in,starred_actors_inv,starred_actors_inv
867,what does [Carl Reiner] star in,starred_actors_inv,starred_actors_inv
868,[Barry Foster] appears in which movies,starred_actors_inv,starred_actors_inv
869,what movies was [Hristos Passalis] an actor in,starred_actors_inv,starred_actors_inv
870,what movies did [Barbara Sheldon] act in,starred_actors_inv,starred_actors_inv
871,what does [John Boles] act in,starred_actors_inv,starred_actors_inv
872,what does [Phyllis Barry] act in,starred_actors_inv,starred_actors_inv
873,what movies did [Fiona Dourif] star in,starred_actors_inv,starred_actors_inv
874,what films did [Betsy Brantley] act in,starred_actors_inv,starred_actors_inv
875,what films did [Ben Chaplin] act in,starred_actors_inv,starred_actors_inv
876,what movies did [Rajeev Khandelwal] act in,starred_actors_inv,starred_actors_inv
877,what does [Julie Delpy] act in,starred_actors_inv,starred_actors_inv
878,what films did [Mary Welch] star in,starred_actors_inv,starred_actors_inv
879,which movie was [John Pasquin] the director for,directed_by_inv,directed_by_inv
880,what was [Rowland Brown] the director of,directed_by_inv,directed_by_inv
881,which movies did [Aram Avakian] direct,directed_by_inv,directed_by_inv
882,which films did [Lloyd Ingraham] direct,directed_by_inv,directed_by_inv
883,what films did [Israel Horovitz] direct,directed_by_inv,directed_by_inv
884,what was [Shane Acker] the director of,directed_by_inv,directed_by_inv
885,can you name a film directed by [Paul Wendkos],directed_by_inv,directed_by_inv
886,[Zack Snyder] was the director of which films,directed_by_inv,directed_by_inv
887,which films did [John Rich] direct,directed_by_inv,directed_by_inv
888,which movie was [Priyadarshan] the director for,directed_by_inv,directed_by_inv
889,what films did [Philippe Garrel] direct,directed_by_inv,directed_by_inv
890,[James B. Clark] was the director on which movies,directed_by_inv,directed_by_inv
891,which movie was [E. Elias Merhige] the director for,directed_by_inv,directed_by_inv
892,[Robert Resnikoff] was the director of which movies,directed_by_inv,directed_by_inv
893,what is a film directed by [Eddie Murphy],directed_by_inv,directed_by_inv
894,which films did [Johnny Kevorkian] direct,directed_by_inv,directed_by_inv
895,what movies did [Albert Zugsmith] direct,directed_by_inv,directed_by_inv
896,which movies did [Vincent Kok] direct,directed_by_inv,directed_by_inv
897,[David Lean] was the director on which movies,directed_by_inv,directed_by_inv
898,[Randall Miller] was the director of which movies,directed_by_inv,directed_by_inv
899,what movies did [Sidney Sheldon] direct,directed_by_inv,directed_by_inv
900,[John Swanbeck] was the director on which movies,directed_by_inv,directed_by_inv
901,[Shekhar Kapur] was the director on which movies,directed_by_inv,directed_by_inv
902,what films did [Peter Schønau Fog] direct,directed_by_inv,directed_by_inv
903,what did [Garth Jennings] direct,directed_by_inv,directed_by_inv
904,[Joël Séria] directed which movies,directed_by_inv,directed_by_inv
905,what films did [Merrill Pye] direct,directed_by_inv,directed_by_inv
906,which films did [Brian Gibson] direct,directed_by_inv,directed_by_inv
907,which movie was [Toshio Lee] the director for,directed_by_inv,directed_by_inv
908,can you name a film directed by [Stuart Ortiz],directed_by_inv,directed_by_inv
909,what movies did [Andrzej Bartkowiak] direct,directed_by_inv,directed_by_inv
910,what movies did [Dennis Widmyer] direct,directed_by_inv,directed_by_inv
911,which films did [James Duffy] direct,directed_by_inv,directed_by_inv
912,can you name a film directed by [Shirley MacLaine],directed_by_inv,directed_by_inv
913,which films did [Michael Mohan] direct,directed_by_inv,directed_by_inv
914,which films did [Jerome Robbins] direct,directed_by_inv,directed_by_inv
915,[Stuart Cooper] was the director of which films,directed_by_inv,directed_by_inv
916,which movies did [José Henrique Fonseca] direct,directed_by_inv,directed_by_inv
917,which movies did [Mervyn LeRoy] direct,directed_by_inv,directed_by_inv
918,which films did [Lee H. Katzin] direct,directed_by_inv,directed_by_inv
919,which films did [George C. Wolfe] direct,directed_by_inv,directed_by_inv
920,can you name a film directed by [Ernest Thompson],directed_by_inv,directed_by_inv
921,which films did [Anubhav Sinha] direct,directed_by_inv,directed_by_inv
922,what did [Ismail Merchant] direct,directed_by_inv,directed_by_inv
923,which movies did [Christopher Erskin] direct,directed_by_inv,directed_by_inv
924,what was [Dave Green] the director of,directed_by_inv,directed_by_inv
925,[Frank Marshall] was the director on which movies,directed_by_inv,directed_by_inv
926,which films did [Clay Westervelt] direct,directed_by_inv,directed_by_inv
927,can you name a film directed by [Ruggero Deodato],directed_by_inv,directed_by_inv
928,what was [David Miller] the director of,directed_by_inv,directed_by_inv
929,[Lisa Langseth] directed which films,directed_by_inv,directed_by_inv
930,what was [Rich Christiano] the director of,directed_by_inv,directed_by_inv
931,what is a film directed by [Hiroshi Inagaki],directed_by_inv,directed_by_inv
932,what is a film directed by [Robert Meyer Burnett],directed_by_inv,directed_by_inv
933,which movie was [Shinji Aramaki] the director for,directed_by_inv,directed_by_inv
934,[Seth Michael Donsky] directed which movies,directed_by_inv,directed_by_inv
935,which films did [Luis Prieto] direct,directed_by_inv,directed_by_inv
936,which movie was [Catherine Hardwicke] the director for,directed_by_inv,directed_by_inv
937,can you name a film directed by [Ron Scalpello],directed_by_inv,directed_by_inv
938,[David Mingay] was the director of which films,directed_by_inv,directed_by_inv
939,what movies did [David Mandel] direct,directed_by_inv,directed_by_inv
940,what did [Djibril Diop Mambéty] direct,directed_by_inv,directed_by_inv
941,[Peter Madsen] directed which films,directed_by_inv,directed_by_inv
942,can you name a film directed by [Nikolai Müllerschön],directed_by_inv,directed_by_inv
943,[Robert Klane] was the director on which movies,directed_by_inv,directed_by_inv
944,what did [John Lasseter] direct,directed_by_inv,directed_by_inv
945,[Leslie Iwerks] directed which movies,directed_by_inv,directed_by_inv
946,[Icíar Bollaín] was the director of which films,directed_by_inv,directed_by_inv
947,[Jim Jarmusch] was the director of which movies,directed_by_inv,directed_by_inv
948,which films did [Robert Shaye] direct,directed_by_inv,directed_by_inv
949,which movies did [Ti West] direct,directed_by_inv,directed_by_inv
950,what did [Susanna Styron] direct,directed_by_inv,directed_by_inv
951,[Mick Jackson] directed which movies,directed_by_inv,directed_by_inv
952,which films did [Ib Melchior] direct,directed_by_inv,directed_by_inv
953,[Lamont Johnson] was the director of which films,directed_by_inv,directed_by_inv
954,which films did [Chris Eigeman] direct,directed_by_inv,directed_by_inv
955,which movies did [Vicente Amorim] direct,directed_by_inv,directed_by_inv
956,[James Whale] was the director of which films,directed_by_inv,directed_by_inv
957,which movies did [Chris Roberts] direct,directed_by_inv,directed_by_inv
958,which movies did [Jérôme Enrico] direct,directed_by_inv,directed_by_inv
959,which films did [Nora Ephron] direct,directed_by_inv,directed_by_inv
960,[Eric Byler] directed which films,directed_by_inv,directed_by_inv
961,which films did [Stephen Tolkin] direct,directed_by_inv,directed_by_inv
962,which films did [Katherine Brooks] direct,directed_by_inv,directed_by_inv
963,[Wayne Holloway] was the director on which movies,directed_by_inv,directed_by_inv
964,which films did [Elliot Silverstein] direct,directed_by_inv,directed_by_inv
965,[Dan Gildark] was the director of which movies,directed_by_inv,directed_by_inv
966,[Thom Andersen] was the director of which films,directed_by_inv,directed_by_inv
967,what movies did [Aditya Datt] direct,directed_by_inv,directed_by_inv
968,what was [Wayne Wang] the director of,directed_by_inv,directed_by_inv
969,[Clare Kilner] was the director on which movies,directed_by_inv,directed_by_inv
970,what movies did [Victor Fleming] direct,directed_by_inv,directed_by_inv
971,what was [Carlo Verdone] the director of,directed_by_inv,directed_by_inv
972,which films did [Fons Rademakers] direct,directed_by_inv,directed_by_inv
973,what movies did [Stephen Fung] direct,directed_by_inv,directed_by_inv
974,what films did [Dave Boyle] direct,directed_by_inv,directed_by_inv
975,which films did [Jim Sharman] direct,directed_by_inv,directed_by_inv
976,[Geoff Moore] directed which movies,directed_by_inv,directed_by_inv
977,[Joshua Brand] directed which films,directed_by_inv,directed_by_inv
978,[Scott Kalvert] directed which movies,directed_by_inv,directed_by_inv
979,what films did [John Emerson] direct,directed_by_inv,directed_by_inv
980,what is a film directed by [Tarik Saleh],directed_by_inv,directed_by_inv
981,which films did [Ida Lupino] direct,directed_by_inv,directed_by_inv
982,[Irwin Allen] was the director of which movies,directed_by_inv,directed_by_inv
983,[John Carl Buechler] was the director of which movies,directed_by_inv,directed_by_inv
984,[Carlos Saldanha] directed which films,directed_by_inv,directed_by_inv
985,[Masaaki Yuasa] was the director on which movies,directed_by_inv,directed_by_inv
986,what movies did [Jason Bourque] direct,directed_by_inv,directed_by_inv
987,[Philippe Grimond] directed which movies,directed_by_inv,directed_by_inv
988,[Nick Gomez] was the director of which films,directed_by_inv,directed_by_inv
989,which films did [Morgan Freeman] direct,directed_by_inv,directed_by_inv
990,what films did [Phil Lord] direct,directed_by_inv,directed_by_inv
991,[Giulio Petroni] was the director of which films,directed_by_inv,directed_by_inv
992,[Felipe Lacerda] was the director of which movies,directed_by_inv,directed_by_inv
993,what is a film directed by [Daniel Haller],directed_by_inv,directed_by_inv
994,which movie was [Bakhtyar Khudojnazarov] the director for,directed_by_inv,directed_by_inv
995,which films did [Sadao Yamanaka] direct,directed_by_inv,directed_by_inv
996,[Malcolm Venville] directed which movies,directed_by_inv,directed_by_inv
997,what movies did [Roger Avary] direct,directed_by_inv,directed_by_inv
998,[Alex De Rakoff] directed which films,directed_by_inv,directed_by_inv
999,[Henry Jaglom] directed which movies,directed_by_inv,directed_by_inv
1000,which films did [Frank Borzage] direct,directed_by_inv,directed_by_inv
1001,which movie was [Takao Okawara] the director for,directed_by_inv,directed_by_inv
1002,[David Grovic] was the director of which films,directed_by_inv,directed_by_inv
1003,can you name a film directed by [Steve Oedekerk],directed_by_inv,directed_by_inv
1004,what movies did [Michele Placido] direct,directed_by_inv,directed_by_inv
1005,what is a film directed by [Kirk R. Thatcher],directed_by_inv,directed_by_inv
1006,which movies did [Joel David Moore] direct,directed_by_inv,directed_by_inv
1007,which movies did [Terence Young] direct,directed_by_inv,directed_by_inv
1008,[Matt McCormick] was the director on which movies,directed_by_inv,directed_by_inv
1009,can you name a film directed by [Stephen Berra],directed_by_inv,directed_by_inv
1010,what movies did [Michael Schroeder] direct,directed_by_inv,directed_by_inv
1011,which movies did [David Boyd] direct,directed_by_inv,directed_by_inv
1012,which movies did [Emilio Estevez] direct,directed_by_inv,directed_by_inv
1013,which films did [Cordell Barker] direct,directed_by_inv,directed_by_inv
1014,[Mona Achache] was the director on which movies,directed_by_inv,directed_by_inv
1015,what films did [Leo McCarey] direct,directed_by_inv,directed_by_inv
1016,[Thomas Jahn] directed which movies,directed_by_inv,directed_by_inv
1017,which movies did [Geoffrey Wright] direct,directed_by_inv,directed_by_inv
1018,what movies did [David Keating] direct,directed_by_inv,directed_by_inv
1019,which films did [Jim Rash] direct,directed_by_inv,directed_by_inv
1020,can you name a film directed by [Jason Michael Brescia],directed_by_inv,directed_by_inv
1021,what did [Alan Crosland] direct,directed_by_inv,directed_by_inv
1022,which films did [Robert Lee King] direct,directed_by_inv,directed_by_inv
1023,[George Kaczender] was the director of which films,directed_by_inv,directed_by_inv
1024,[Marika Beiku] was the director on which movies,directed_by_inv,directed_by_inv
1025,what did [Tom McLoughlin] direct,directed_by_inv,directed_by_inv
1026,what movies did [Kiefer Sutherland] direct,directed_by_inv,directed_by_inv
1027,which films did [Coky Giedroyc] direct,directed_by_inv,directed_by_inv
1028,what was [Naomi Foner] the director of,directed_by_inv,directed_by_inv
1029,what films did [Tim Burstall] direct,directed_by_inv,directed_by_inv
1030,which films did [Erik White] direct,directed_by_inv,directed_by_inv
1031,which movies did [Daniel Petrie] direct,directed_by_inv,directed_by_inv
1032,[Duncan Jones] directed which movies,directed_by_inv,directed_by_inv
1033,[Alan Bridges] was the director on which movies,directed_by_inv,directed_by_inv
1034,what was [Ricou Browning] the director of,directed_by_inv,directed_by_inv
1035,what movies did [Stephen Elliott] direct,directed_by_inv,directed_by_inv
1036,[Zak Bagans] was the director of which movies,directed_by_inv,directed_by_inv
1037,what was [Franklin J. Schaffner] the director of,directed_by_inv,directed_by_inv
1038,which films did [Rob Marshall] direct,directed_by_inv,directed_by_inv
1039,[Mikel Conrad] was the director of which films,directed_by_inv,directed_by_inv
1040,[Ed Decter] directed which films,directed_by_inv,directed_by_inv
1041,[Rigoberto Castañeda] was the director on which movies,directed_by_inv,directed_by_inv
1042,which films did [Robert Jan Westdijk] direct,directed_by_inv,directed_by_inv
1043,[Robert J. Siegel] was the director on which movies,directed_by_inv,directed_by_inv
1044,[John Fortenberry] directed which films,directed_by_inv,directed_by_inv
1045,what was [Matthew Crouch] the director of,directed_by_inv,directed_by_inv
1046,[Cate Shortland] was the director on which movies,directed_by_inv,directed_by_inv
1047,[Michael Hoffman] directed which films,directed_by_inv,directed_by_inv
1048,which movies did [Shamim Sarif] direct,directed_by_inv,directed_by_inv
1049,what is a film directed by [John Barry],directed_by_inv,directed_by_inv
1050,[Pierre Coffin] directed which films,directed_by_inv,directed_by_inv
1051,what is a film directed by [Todd Field],directed_by_inv,directed_by_inv
1052,[Richard Prince] directed which movies,directed_by_inv,directed_by_inv
1053,which movies did [Feo Aladag] direct,directed_by_inv,directed_by_inv
1054,which movie was [S.R. Bindler] the director for,directed_by_inv,directed_by_inv
1055,which films did [Jason Connery] direct,directed_by_inv,directed_by_inv
1056,[Stacie Passon] directed which films,directed_by_inv,directed_by_inv
1057,[Jim Loach] was the director of which movies,directed_by_inv,directed_by_inv
1058,what was [Miles Brandman] the director of,directed_by_inv,directed_by_inv
1059,what did [Giuliano Montaldo] direct,directed_by_inv,directed_by_inv
1060,[Art Linson] directed which movies,directed_by_inv,directed_by_inv
1061,what did [Jonas Åkerlund] direct,directed_by_inv,directed_by_inv
1062,[Steven Quale] was the director of which films,directed_by_inv,directed_by_inv
1063,[Randa Haines] directed which movies,directed_by_inv,directed_by_inv
1064,what did [Hiroshi Nishitani] direct,directed_by_inv,directed_by_inv
1065,what did [Trevor Nunn] direct,directed_by_inv,directed_by_inv
1066,what did [Jane Wagner] direct,directed_by_inv,directed_by_inv
1067,[Olaf de Fleur Johannesson] was the director on which movies,directed_by_inv,directed_by_inv
1068,what was [John Stevenson] the director of,directed_by_inv,directed_by_inv
1069,what did [Andrew Fleming] direct,directed_by_inv,directed_by_inv
1070,[Robert Lepage] was the director on which movies,directed_by_inv,directed_by_inv
1071,what did [Vincent Gallo] direct,directed_by_inv,directed_by_inv
1072,what films did [Laurent Heynemann] direct,directed_by_inv,directed_by_inv
1073,[Wolfgang Petersen] was the director of which films,directed_by_inv,directed_by_inv
1074,which movie was [Roland Suso Richter] the director for,directed_by_inv,directed_by_inv
1075,what movies did [Steve Carr] direct,directed_by_inv,directed_by_inv
1076,what films did [Mitja Okorn] direct,directed_by_inv,directed_by_inv
1077,which films did [Justin Theroux] direct,directed_by_inv,directed_by_inv
1078,[Sarah Watt] was the director on which movies,directed_by_inv,directed_by_inv
1079,which films did [Gary Entin] direct,directed_by_inv,directed_by_inv
1080,what did [Robert Iscove] direct,directed_by_inv,directed_by_inv
1081,what was [Scott Colthorp] the director of,directed_by_inv,directed_by_inv
1082,[Ken Annakin] was the director of which films,directed_by_inv,directed_by_inv
1083,[Rob Weiss] was the director of which movies,directed_by_inv,directed_by_inv
1084,[Sergio Martino] was the director of which films,directed_by_inv,directed_by_inv
1085,[Peter Werner] was the director on which movies,directed_by_inv,directed_by_inv
1086,what films did [Deran Sarafian] direct,directed_by_inv,directed_by_inv
1087,what is a film directed by [Rob Reiner],directed_by_inv,directed_by_inv
1088,[Fielder Cook] directed which films,directed_by_inv,directed_by_inv
1089,[Floria Sigismondi] directed which films,directed_by_inv,directed_by_inv
1090,[Tim Fehlbaum] was the director of which movies,directed_by_inv,directed_by_inv
1091,which films did [Paul Greengrass] direct,directed_by_inv,directed_by_inv
1092,what was [Mark Brian Smith] the director of,directed_by_inv,directed_by_inv
1093,which movies did [Christopher Kenneally] direct,directed_by_inv,directed_by_inv
1094,which films did [Dalton Trumbo] direct,directed_by_inv,directed_by_inv
1095,what is a film directed by [John Paddy Carstairs],directed_by_inv,directed_by_inv
1096,which movies did [Luis Valdez] direct,directed_by_inv,directed_by_inv
1097,[Taru Mäkelä] was the director on which movies,directed_by_inv,directed_by_inv
1098,[Chris Weitz] was the director of which films,directed_by_inv,directed_by_inv
1099,what was [Lewis R. Foster] the director of,directed_by_inv,directed_by_inv
1100,[Ewan McGregor] was the director of which films,directed_by_inv,directed_by_inv
1101,which films did [Leon Joosen] direct,directed_by_inv,directed_by_inv
1102,[Mark A. Lewis] directed which movies,directed_by_inv,directed_by_inv
1103,what was [Richard Berry] the director of,directed_by_inv,directed_by_inv
1104,which movies did [Jack Cardiff] direct,directed_by_inv,directed_by_inv
1105,[Wolfgang Murnberger] directed which films,directed_by_inv,directed_by_inv
1106,which films did [Joseph H. Lewis] direct,directed_by_inv,directed_by_inv
1107,[Lajos Koltai] was the director of which movies,directed_by_inv,directed_by_inv
1108,[Oleg Stepchenko] directed which movies,directed_by_inv,directed_by_inv
1109,[Peter Howitt] was the director on which movies,directed_by_inv,directed_by_inv
1110,[Jennifer Westfeldt] was the director of which films,directed_by_inv,directed_by_inv
1111,[Tab Murphy] was the director of which films,directed_by_inv,directed_by_inv
1112,[Benjamin Christensen] directed which movies,directed_by_inv,directed_by_inv
1113,which movies did [Charles Robert Carner] direct,directed_by_inv,directed_by_inv
1114,what did [Warwick Ross] direct,directed_by_inv,directed_by_inv
1115,[Irving Rapper] directed which movies,directed_by_inv,directed_by_inv
1116,which movie was [Greg MacGillivray] the director for,directed_by_inv,directed_by_inv
1117,[Arturo Ripstein] was the director of which movies,directed_by_inv,directed_by_inv
1118,[Ivan Reitman] was the director on which movies,directed_by_inv,directed_by_inv
1119,what films did [Scott Thurman] direct,directed_by_inv,directed_by_inv
1120,which films did [Amber Benson] direct,directed_by_inv,directed_by_inv
1121,what did [Neil Diamond] direct,directed_by_inv,directed_by_inv
1122,what is a film directed by [Larry Morey],directed_by_inv,directed_by_inv
1123,which movies did [Luigi Cozzi] direct,directed_by_inv,directed_by_inv
1124,what films did [Gillo Pontecorvo] direct,directed_by_inv,directed_by_inv
1125,what is a film directed by [Greg Berlanti],directed_by_inv,directed_by_inv
1126,[David Winkler] was the director of which films,directed_by_inv,directed_by_inv
1127,[Vincenzo Natali] was the director of which movies,directed_by_inv,directed_by_inv
1128,[Sam Fell] directed which films,directed_by_inv,directed_by_inv
1129,which movie was [Matt Cimber] the director for,directed_by_inv,directed_by_inv
1130,[Michael Miller] was the director of which movies,directed_by_inv,directed_by_inv
1131,which movie was [Christopher Coppola] the director for,directed_by_inv,directed_by_inv
1132,[Hafsteinn Gunnar Sigurðsson] was the director on which movies,directed_by_inv,directed_by_inv
1133,what films did [Chuck Jones] direct,directed_by_inv,directed_by_inv
1134,what did [David J. Burke] direct,directed_by_inv,directed_by_inv
1135,[Lee Unkrich] was the director of which films,directed_by_inv,directed_by_inv
1136,[Dan Rush] was the director of which movies,directed_by_inv,directed_by_inv
1137,what did [Robert Parigi] direct,directed_by_inv,directed_by_inv
1138,can you name a film directed by [Mel Gibson],directed_by_inv,directed_by_inv
1139,which movie was [Savage Steve Holland] the director for,directed_by_inv,directed_by_inv
1140,[David MacDonald] was the director on which movies,directed_by_inv,directed_by_inv
1141,which movie was [Sam Pillsbury] the director for,directed_by_inv,directed_by_inv
1142,[Curtis Hanson] directed which movies,directed_by_inv,directed_by_inv
1143,[Ektoras Lygizos] directed which films,directed_by_inv,directed_by_inv
1144,can you name a film directed by [Patricia Rozema],directed_by_inv,directed_by_inv
1145,what was [Reinhard Klooss] the director of,directed_by_inv,directed_by_inv
1146,what movies did [Lionel Jeffries] direct,directed_by_inv,directed_by_inv
1147,what did [Marc Forster] direct,directed_by_inv,directed_by_inv
1148,which movie was [Casper Andreas] the director for,directed_by_inv,directed_by_inv
1149,[Kimberly Peirce] directed which films,directed_by_inv,directed_by_inv
1150,[Tom Gilroy] directed which movies,directed_by_inv,directed_by_inv
1151,what films did [John Maloof] direct,directed_by_inv,directed_by_inv
1152,what did [Guillaume Gallienne] direct,directed_by_inv,directed_by_inv
1153,what movies did [Bob Dolman] direct,directed_by_inv,directed_by_inv
1154,[Eliza Hittman] was the director of which movies,directed_by_inv,directed_by_inv
1155,[Hans Weingartner] directed which movies,directed_by_inv,directed_by_inv
1156,[Phil Joanou] was the director of which movies,directed_by_inv,directed_by_inv
1157,can you name a film directed by [Jamaa Fanaka],directed_by_inv,directed_by_inv
1158,which movie was [Anthony Silverston] the director for,directed_by_inv,directed_by_inv
1159,what movies did [Nelson McCormick] direct,directed_by_inv,directed_by_inv
1160,what is a film directed by [Lara Shapiro],directed_by_inv,directed_by_inv
1161,which films did [Steve Miner] direct,directed_by_inv,directed_by_inv
1162,[Jason Lindsey] was the director on which movies,directed_by_inv,directed_by_inv
1163,[Bruce A. Evans] directed which movies,directed_by_inv,directed_by_inv
1164,which films did [Hugh Johnson] direct,directed_by_inv,directed_by_inv
1165,which movies did [Arthur Marks] direct,directed_by_inv,directed_by_inv
1166,what was [Stephen Norrington] the director of,directed_by_inv,directed_by_inv
1167,what movies did [William Keighley] direct,directed_by_inv,directed_by_inv
1168,which movie was [Kyle Schickner] the director for,directed_by_inv,directed_by_inv
1169,what did [Lois Weber] direct,directed_by_inv,directed_by_inv
1170,[Andy Fickman] was the director of which movies,directed_by_inv,directed_by_inv
